gene,day0_rep1,day0_rep2,day0_rep3,day1_rep1,day1_rep2,day1_rep3,day2_rep1,day2_rep2,day2_rep3,day4_rep1,day4_rep2,day4_rep3,day5_rep1,day5_rep2,day11_rep1,day11_rep2,day11_rep3,day18_rep1,day18_rep2,day18_rep3
OR7E35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A9,0,5,2,2,3,4,4,1,2,4,4,4,9,2,7,43,10,11,14,6
DRD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RNA5SP154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-560N11.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-448G15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-448G15.3,254,336,388,432,406,399,299,271,298,733,679,513,1056,505,561,1079,666,894,758,783
WDR1,16798,17021,22854,12477,12671,11579,11401,10237,11816,19762,18952,15516,34360,17178,16702,18617,20295,29551,27721,26880
MIR3138,1,0,3,3,4,0,2,0,0,2,2,0,5,0,0,2,1,0,3,0
RNA5SP155,5,1,4,4,2,5,0,2,2,4,4,2,5,1,2,2,6,3,2,4
RP11-480G3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006499.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006499.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006499.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
AC006499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006499.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006499.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC006499.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006499.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-136I13.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0
ZNF518B,2619,3366,3646,5111,4986,4718,3059,3197,3112,7072,6876,5374,10750,5376,6256,8028,7174,7795,6611,6565
RP11-136I13.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2
CLNK,5,0,2,7,3,8,0,4,0,1,0,1,2,0,4,10,3,2,0,5
AC005599.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-61G19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RNPS1P1,45,24,57,41,85,56,15,30,25,73,77,58,108,66,106,65,126,96,91,63
HS3ST1,423,478,624,234,206,189,72,52,62,108,88,85,246,136,442,492,553,186,218,222
RNA5SP156,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-281P23.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,2,0
RP11-281P23.2,4,1,2,0,0,1,0,0,0,0,1,0,0,0,2,2,0,1,0,0
RP11-74M11.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-1J7.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AC097452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-168E17.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
RNU6-578P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECM1P2,0,0,0,6,1,0,0,0,0,0,0,2,2,0,2,2,2,1,2,0
RP11-352E6.2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,1,0,1,1
AC096750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-22A3.2,0,10,3,8,11,12,5,4,6,9,11,13,45,7,20,24,12,15,22,20
RP11-22A3.1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,2,4,0
HSP90AB2P,17,20,11,21,13,23,2,6,19,23,37,31,60,25,42,37,31,45,45,40
RAB28,776,994,1148,1583,1550,1462,969,935,887,2106,2089,1502,3074,1412,2023,2027,2473,2220,2185,1973
LINC01097,0,0,0,0,0,4,0,0,0,2,0,7,4,0,0,4,2,2,2,5
NKX3-2,15,6,21,34,58,39,50,55,55,140,104,95,136,78,28,59,42,158,143,96
LINC01096,4,1,4,8,11,11,10,10,19,20,19,19,40,10,5,8,16,20,36,22
BOD1L1,4776,6817,7043,11749,10408,10284,5817,5112,4832,11923,11475,9235,20539,10649,14646,17690,17641,13231,11211,10924
AC006445.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5091,0,0,1,1,0,0,0,1,0,1,2,0,1,4,0,4,2,1,2,0
AC006445.7,0,0,2,4,6,2,2,1,0,1,2,4,11,4,1,2,5,0,3,0
AC006445.6,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,0,0,0
LINC01182,3,0,0,2,0,1,0,3,2,3,7,2,7,4,6,2,5,1,2,0
AC098830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AC007126.1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,7,6,2,0,0,0
RP11-341G5.2,0,0,0,2,3,0,2,0,0,3,3,0,6,0,4,0,2,0,4,6
LINC01085,1,2,0,6,0,10,1,0,1,7,2,4,9,11,6,4,13,2,4,6
KLF17P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RP11-669M16.2,0,0,0,4,2,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0
RP11-669M16.1,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
AC006296.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
AC006296.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LINC00504,0,2,2,4,5,14,5,0,0,0,3,3,6,6,15,8,3,5,6,3
MTND2P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CPEB2-AS1,6,0,5,9,9,9,1,3,4,9,2,2,10,3,10,22,20,8,12,12
CPEB2,597,810,795,1379,1315,1220,955,774,876,1350,1294,1066,3101,1641,2543,3400,2917,1589,1524,1416
RP11-665G4.1,0,2,7,5,5,6,3,4,3,4,4,6,31,5,15,16,18,4,14,9
RN7SKP170,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
C1QTNF7,2,5,4,12,6,8,4,3,2,12,10,6,23,6,24,10,18,14,33,12
RP11-484O2.1,6,4,5,12,6,16,6,8,10,10,12,15,21,6,14,10,15,23,17,6
CC2D2A,1483,1902,1772,3378,3377,2956,1425,1488,1434,3720,3464,2926,6756,3229,4127,4598,4708,3624,3443,3401
AC007016.3,0,0,0,2,0,2,0,2,0,0,1,0,0,3,2,2,5,0,1,0
RP11-799M12.2,2,6,4,20,4,6,5,2,2,13,4,7,18,10,21,18,16,27,16,2
FBXL5,2674,3680,3674,4867,4460,4366,2759,2599,2724,5558,5147,4298,9394,4685,6552,6211,7582,5913,5144,5185
FAM200B,1788,2421,2374,2380,2215,2251,1512,1460,1615,3264,3224,2580,5658,2718,3542,3220,3879,3755,3356,3323
BST1,51,67,71,39,34,33,25,25,32,63,76,51,123,86,39,50,51,79,84,79
RP11-115L11.1,0,0,2,0,2,0,2,0,0,3,4,2,5,6,2,2,1,0,0,2
RP11-442P12.2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0
CD38,14,15,23,5,8,10,8,0,5,15,16,10,18,7,12,22,13,16,12,11
HPRT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGFBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGFBP2,2,2,2,0,0,1,0,2,5,7,4,3,4,3,5,8,6,8,7,7
PROM1,6233,8310,8309,3557,3357,3026,3074,3004,3013,5202,5204,4078,8727,3877,3457,2054,3690,7843,6674,6679
TAPT1,668,921,946,1868,1738,1729,1066,960,974,2129,2173,1631,3885,1841,2900,3818,3224,2076,2017,1740
RP11-452J21.2,3,7,0,9,11,9,3,2,0,12,20,5,18,2,7,12,4,2,2,5
TAPT1-AS1,15,32,40,143,89,95,59,60,39,133,95,95,207,77,145,101,150,165,152,86
RPS21P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006427.2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2
ZEB2P1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,7,2,0,2,4,0
RP11-446J8.1,0,0,0,3,3,2,0,0,0,0,0,0,1,0,2,5,0,0,2,0
LDB2,602,804,955,1147,1116,1110,405,393,417,684,599,525,1627,784,2165,2559,2427,887,881,774
RP11-141E13.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-576E20.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPS7P6,0,2,0,0,0,0,0,0,0,1,0,0,0,5,2,2,1,0,2,0
QDPR,1460,1694,1952,2491,2360,2230,1431,1390,1483,2995,2895,2224,5051,2344,3136,2681,3513,3504,3161,3100
CLRN2,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,1,1,0,0,0
NACAP5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
LAP3,2256,2768,2893,2515,2570,2372,1782,1760,1904,3932,3776,2926,6384,3150,2725,2717,3084,4687,4196,3775
AC006160.5,0,14,9,27,3,19,13,8,13,20,18,11,43,10,21,12,15,19,9,12
MED28,3838,4735,5086,11160,10033,9332,5346,5124,5158,10607,10501,8275,16510,8122,12934,12849,14913,11430,10623,9389
FAM184B,39,18,46,69,75,65,33,30,21,74,65,41,87,37,137,297,177,63,84,45
DCAF16,3464,4420,5063,9490,8032,7489,3937,3738,3647,9900,9870,8004,16043,7551,8886,6927,9974,9110,8504,7635
NCAPG,5464,7460,7733,4972,4861,4469,3836,4024,3682,7560,7617,5891,10613,4942,3790,1560,4197,10177,9247,8390
LCORL,1330,1843,2000,3219,2885,2638,1426,1554,1450,2825,2847,2246,4557,2349,4235,4901,4964,3118,2752,2615
KRT18P63,18,17,16,62,36,53,6,19,13,27,24,24,50,35,35,34,50,42,41,14
RP11-608B3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006840.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-3J1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RNA5SP157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-84N19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-608O21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-94H6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-585F24.1,10,13,10,17,13,52,2,5,11,24,17,21,29,15,26,15,32,13,9,28
RP11-339D20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIT2,7822,9563,10333,8123,7787,7146,7951,6459,7335,15540,15240,12455,25195,11783,10516,12398,12066,13586,12724,12325
SLIT2-IT1,0,2,0,9,0,2,4,0,3,8,2,2,7,0,6,6,9,0,2,8
MIR218-1,0,0,1,0,1,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0
PACRGL,558,829,854,1315,1185,1114,673,556,656,1482,1466,1238,2690,1276,1388,1561,1736,1619,1485,1250
KCNIP4,99,111,137,269,245,223,89,106,84,219,233,172,481,239,382,340,365,236,225,157
RP11-362J17.1,6,6,1,10,4,0,3,3,4,8,10,6,12,1,12,12,18,8,7,6
RP11-120A1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-556G22.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP11-556G22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-556G22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KCNIP4-IT1,0,2,0,2,2,0,2,0,0,2,0,0,4,2,4,9,2,0,8,0
RP11-17E2.2,4,11,15,17,6,5,7,8,1,8,5,13,22,12,19,13,18,29,28,21
RNU6-420P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA3,5051,6766,7020,7078,6608,6511,3559,3632,3622,8710,8554,6951,14879,6871,7303,6212,8585,8762,7578,7408
AC098583.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-10G12.1,0,1,1,0,0,0,1,1,3,0,0,0,2,3,0,0,2,2,3,2
RP11-10G12.2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBA3,0,0,0,4,2,0,0,0,0,0,0,4,10,0,1,2,2,0,4,2
CDC42P6,38,56,73,72,88,104,26,48,42,56,91,74,130,83,110,127,125,113,96,96
RP11-412P11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-552M14.1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
RP11-453O5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFPL4AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-380P13.1,0,0,0,4,2,0,0,0,0,2,0,2,2,0,0,0,3,1,0,1
ERVH-1,2,3,0,0,0,0,0,0,0,2,0,0,4,1,2,5,0,2,0,2
PPARGC1A,537,703,858,1288,1198,1205,454,352,416,1037,1039,844,2627,1387,1775,2554,2302,1073,897,975
RP13-497K6.1,0,4,0,2,0,0,1,2,2,0,2,0,6,3,2,2,0,5,5,6
AC092846.1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,2,0,1,0,0
DHX15,12511,16988,17132,17825,16620,16234,9050,8626,8756,19018,18385,14990,31245,14962,20043,23082,23088,21989,19082,18504
MIR573,23,21,30,37,29,28,7,8,6,42,37,27,49,13,56,77,65,13,17,13
RN7SL16P,0,0,0,1,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
ATP5LP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
RP11-496D24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
AC006390.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1P65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOD3,4,4,15,8,4,3,6,7,2,10,4,6,12,3,8,4,9,22,10,6
CCDC149,473,639,710,1682,1536,1449,885,782,865,1817,1800,1448,2875,1404,2159,3598,2515,2141,1870,1677
LGI2,950,1238,1276,4952,4798,4293,589,567,547,2231,2100,1680,4851,2638,4035,3368,4482,1433,1246,1177
SEPSECS,597,867,862,1299,1343,1212,715,693,755,1558,1580,1282,3056,1499,1235,1045,1508,1808,1518,1513
SEPSECS-AS1,22,29,31,85,84,58,47,42,48,86,113,67,146,77,102,101,88,76,87,74
PI4K2B,1144,1637,1637,1075,942,837,799,722,800,1492,1485,1123,2393,1024,736,603,922,1888,1598,1564
RP11-660M5.1,0,2,2,0,0,6,0,3,2,2,2,0,2,3,5,1,5,0,1,0
ZCCHC4,642,770,779,776,668,648,536,504,512,1022,921,750,1717,842,857,941,976,1135,978,934
AC108218.1,2,0,2,3,4,1,0,5,0,4,0,0,3,3,8,1,0,0,2,2
ANAPC4,1295,1797,1853,2925,2433,2571,1501,1308,1341,3011,2849,2534,6002,2817,3239,3232,3664,3992,3076,3251
RP11-206P5.1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,5,6,0,0,1
RP11-206P5.2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,3,6,0,2,4,0
RNU7-126P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-302F12.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1,1,2
RP11-302F12.2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1
SLC34A2,14,24,42,64,53,57,29,37,33,65,61,59,206,87,39,44,47,131,148,141
RP11-302F12.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
RP11-302F12.4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
MTND4P9,2,2,3,2,2,2,4,2,5,8,5,5,11,7,5,1,6,15,15,16
RP11-302F12.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MTND3P5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
RP11-302F12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2
SEL1L3,2559,3454,3576,1617,1515,1446,3081,3110,3128,4713,4542,3922,8129,3924,1597,1448,1826,9241,8460,8316
RP11-302F12.10,0,0,0,1,0,4,3,2,4,1,0,2,3,2,3,0,5,3,4,3
SMIM20,445,577,630,816,790,698,649,518,663,1230,1088,920,2083,928,950,1061,1138,1550,1456,1343
RP13-494C23.1,2,7,1,1,0,1,3,0,8,4,3,2,0,1,0,0,0,7,5,16
RP11-324H7.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBPJ,4689,6273,6223,11810,10592,10042,4245,4059,3862,10320,9724,8118,18741,8830,13792,15452,15425,10591,10653,9310
CCKAR,0,5,2,0,2,0,0,0,0,0,0,0,4,0,7,9,5,2,4,1
TBC1D19,429,495,491,1111,937,887,615,560,625,1159,1108,802,2138,1116,1471,1786,1673,1211,1188,1208
AC093807.1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC093807.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD74,0,0,3,15,7,7,2,2,3,2,1,1,10,6,8,10,8,8,2,5
STIM2,1113,1305,1506,1617,1616,1585,973,950,896,1878,1777,1469,3813,1854,2943,3504,3413,2260,1956,1939
RP11-293A21.1,2,4,0,6,6,7,2,2,8,2,4,6,20,8,6,6,11,10,15,8
RP11-293A21.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
RP11-415C15.1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
AC024132.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-415C15.2,0,1,0,0,1,0,0,0,0,0,0,1,5,3,2,4,0,0,1,0
RP11-415C15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
IGBP1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
AC007106.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-180C1.1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0
RP11-123O22.1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0
RN7SL101P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC096566.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESTP3,49,47,57,33,37,40,27,42,25,55,45,54,99,44,35,38,53,103,101,76
RP11-292B1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
RP11-769N22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-769N22.1,2,0,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0
RP11-472K22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-472K22.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-68D16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-68D16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
AC109351.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-390C19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-174E22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PCDH7,2175,2358,3241,4563,4249,4011,1036,1108,994,2779,2645,2095,4792,2540,9507,12234,11281,3166,2799,2561
RP11-619J20.1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,4,4,0,0,0
RP11-93M12.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,8,4,4,1,0
RP11-617I14.1,0,0,0,5,0,0,0,0,0,2,1,0,0,1,2,9,0,1,3,1
AC104071.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-315A17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-665I14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-734I18.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0
RP11-240A16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-141P6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0
RP11-638O6.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-802H3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-802H3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079772.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-79E3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-79E3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-79E3.1,0,0,2,0,2,0,1,1,1,0,1,0,4,2,4,2,1,0,1,0
RP11-548L20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AC093786.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-725M22.1,0,2,0,2,6,2,0,0,0,0,0,0,2,0,7,1,0,0,2,0
RP11-768G3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC63P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-573P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAP2,65,88,142,379,360,255,233,219,206,481,453,367,742,300,606,791,665,398,348,284
RP11-640B6.1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0
RP11-431M7.3,0,0,0,0,0,4,0,0,0,4,0,0,4,0,6,5,6,0,4,0
DTHD1,0,1,0,4,2,7,0,0,0,0,0,0,4,2,8,4,9,4,2,0
RP11-431M7.2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
RP11-722M1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0
RP11-698E18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-103J17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-103J17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MIR4801,0,1,1,0,0,0,0,0,0,3,1,2,3,1,1,2,1,1,3,2
NWD2,319,438,437,381,383,364,585,570,516,1224,1195,1025,1924,884,440,543,502,1521,1242,1315
C4orf19,50,43,45,64,61,48,34,15,18,80,95,51,127,55,139,137,155,82,64,38
RP11-36B15.1,8,5,21,10,6,3,6,9,0,7,6,8,7,3,12,4,8,20,13,17
RELL1,310,339,410,433,302,283,276,244,274,432,482,399,789,378,345,540,462,686,648,484
AC108022.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-9D8.1,0,0,0,2,0,0,0,2,2,1,2,1,1,0,0,7,5,0,0,2
PGM2,1096,1442,1427,1177,1181,1059,775,762,740,1776,1687,1339,3307,1556,1093,1746,1339,2166,1927,1872
GAFA3,9,17,18,15,8,8,11,7,5,20,26,12,32,14,6,22,28,28,26,24
RP11-177C12.1,7,24,37,16,17,21,12,22,24,59,37,44,43,41,19,59,19,45,44,53
TBC1D1,2347,2933,3343,2617,2594,2431,1516,1573,1480,2798,2909,2196,4711,2336,2517,1922,2840,3900,3535,3391
PTTG2,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,2
RP11-177C12.4,3,0,4,0,4,1,0,4,2,5,1,0,2,4,0,4,3,2,0,4
MRPS33P2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
AC108933.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC098680.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-600L4.1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0
RP11-83C7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
RP11-83C7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
LINC01258,0,8,10,14,6,7,2,2,2,4,8,8,34,20,5,1,9,10,11,5
LINC01259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RP11-213G21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KLF3-AS1,141,157,184,567,471,466,311,314,280,468,443,390,1122,560,647,721,787,797,754,587
RP11-617D20.2,0,3,0,7,1,0,0,2,0,0,1,2,1,3,1,3,0,3,9,0
KLF3,4374,5550,6079,2708,2616,2435,4389,3947,4254,6529,6384,5154,11425,5368,2909,4939,3401,9599,8974,8254
RNA5SP158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLR10,0,0,0,0,0,0,0,2,0,4,0,2,8,2,3,10,4,2,2,6
TLR1,6,10,24,2,0,0,2,6,0,6,2,2,7,4,5,4,6,5,5,9
TLR6,113,132,125,12,4,4,27,19,15,19,11,16,53,35,4,16,12,56,67,69
AC108044.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
FAM114A1,748,822,1058,539,496,499,710,714,725,1284,1199,1023,2194,885,683,667,715,1776,1577,1700
MIR574,0,0,0,0,0,2,0,0,0,1,0,1,1,1,2,0,0,1,0,0
TMEM156,6,3,6,0,0,0,6,0,6,0,0,0,2,4,0,5,5,6,13,2
